"PAIS","COD_SKU","FAMILY","MODEL_NAME","BRAND","TIER","STATUS"
NI,1088,SWITCH CISCO 24 PUERTOS POE SRW224G4P-K9,SWITCH CISCO 24 PUERTOS POE SRW224G4P-K9,ACC   ,FEATURE PHONE,OBSOLETE
NI,1094,NOKIA 300,NOKIA 300,NOKIA,FEATURE PHONE,OBSOLETE
NI,1105,VERYKOOL I605,VERYKOOL I605 BLACK/DEEP BLUE,VERYKOOL,LOW,OBSOLETE
NI,1115,HUAWEI E173 USB MODEM,HUAWEI E173 USB MODEM BLACK,HUAWEI,MODEM,OBSOLETE
NI,1137,ZTE MF193 USB MODEM,ZTE MF193 USB MODEM,ZTE,MODEM,OBSOLETE
NI,1141,ZTE WP 658,ZTE WP 658,ZTE,FEATURE PHONE,OBSOLETE
NI,1157,BMOBILE S225,KIT BMOBILE S225,BMOBILE,FEATURE PHONE,OBSOLETE
NI,1170,BLACKBERRY 9320,BLACKBERRY 9320,BLACKBERRY,HIGH,OBSOLETE
NI,1172,LG L3 E400G,LG L3 E400G,LG,MID,OBSOLETE
NI,1174,HUAWEI G6005,HUAWEI G6005,HUAWEI,ENTRY,OBSOLETE
NI,1185,POLYCOM HDX8000 C/EQ CONTROL,POLYCOM HDX8000 C/EQ CONTROL,ACC   ,FEATURE PHONE,OBSOLETE
NI,1204,NOKIA LUMIA 610,NOKIA LUMIA 610,NOKIA,ULTRA HIGH,OBSOLETE
NI,1213,BLU DJ LITE T120I,BLU DJ LITE T120I,BLU,FEATURE PHONE,OBSOLETE
NI,1214,BLU DJ LITE T120I,KIT BLU DJ LITE T120I,BLU,FEATURE PHONE,OBSOLETE
NI,1220,AVVIO 930,AVVIO 930,AVVIO,FEATURE PHONE,OBSOLETE
NI,1228,NOKIA 111,NOKIA 111 BLACK,NOKIA,LOW,OBSOLETE
NI,1234,NOKIA 311,NOKIA 311 WHITE,NOKIA,FEATURE PHONE,OBSOLETE
NI,1238,NOKIA 311,NOKIA 311 PINK,NOKIA,FEATURE PHONE,OBSOLETE
NI,1242,VERYKOOL I625,VERYKOOL I625 WHITE/BLUE,VERYKOOL,LOW,OBSOLETE
NI,1246,VERYKOOL I625,VERYKOOL I625 BLACK/RED,VERYKOOL,LOW,OBSOLETE
NI,1254,NOKIA 311,NOKIA 311 BLUE,NOKIA,FEATURE PHONE,OBSOLETE
NI,1256,NOKIA 100,NOKIA 100 BLUE,NOKIA,FEATURE PHONE,OBSOLETE
NI,1272,IPHONE 5 16GB ,IPHONE 5 16GB BLACK,APPLE,ULTRA HIGH,OBSOLETE
NI,1281,IPHONE 5 32GB,IPHONE 5 32GB BLACK,APPLE,ULTRA HIGH,OBSOLETE
NI,1289,VERYKOOL I601,VERYKOOL I601,VERYKOOL,FEATURE PHONE,OBSOLETE
NI,1292,SAMSUNG GALAXY SIII 8GB MINI,SAMSUNG GALAXY SIII 8GB MINI BLUE,SAMSUNG,FEATURE PHONE,OBSOLETE
NI,1304,IPHONE 5 16GB DEMO,IPHONE 5 16GB BLACK DEMO,APPLE,ULTRA HIGH,OBSOLETE
NI,1312,AVVIO 516,AVVIO 516,AVVIO,ENTRY,OBSOLETE
NI,1320,CISCO ASA5510-AIP10-K9,CISCO ASA5510-AIP10-K9,ACC   ,FEATURE PHONE,OBSOLETE
NI,1321,SWITCH CISCO SRW2008P-K9,SWITCH CISCO SRW2008P-K9,ACC   ,FEATURE PHONE,OBSOLETE
NI,1322,SWITCH CISCO SF500-24P-K9-NA,SWITCH CISCO SF500-24P-K9-NA,,HIGH,OBSOLETE
NI,1323,CISCO ASA5505-UL-BUN-K9,CISCO ASA5505-UL-BUN-K9,ACC   ,FEATURE PHONE,OBSOLETE
NI,1325,TRANSCEIVER CISCO MGBSX1,TRANSCEIVER CISCO MGBSX1,ACC   ,FEATURE PHONE,OBSOLETE
NI,1326,TRANSCEIVER CISCO MGLBX1,TRANSCEIVER CISCO MGLBX1,ACC   ,FEATURE PHONE,OBSOLETE
NI,1327,CISCO 2901 SRW22G4P-K9-NA,CISCO 2901 SRW22G4P-K9-NA,ACC   ,FEATURE PHONE,OBSOLETE
NI,1328,CISCO 1921-SEG-K9,CISCO 1921-SEG-K9,ACC   ,FEATURE PHONE,OBSOLETE
NI,1330,CISCO SRW224G4-K9-NA,CISCO SRW224G4-K9-NA,ACC   ,FEATURE PHONE,OBSOLETE
NI,1344,BLU SAMBA JR,BLU SAMBA JR PINK BT,BLU,FEATURE PHONE,OBSOLETE
NI,1349,NEXUS GO180,KIT NEXUS GO180 WHITE/ORANGE,NEXUS,ENTRY,OBSOLETE
NI,1353,BMOBILE S750,BMOBILE S750 BLACK,BMOBILE,FEATURE PHONE,OBSOLETE
NI,1379,NEXUS GO180,NEXUS GO180 WHITE/BLUE,NEXUS,ENTRY,OBSOLETE
NI,1382,NOKIA 308,NOKIA 308 DS,NOKIA,MID,OBSOLETE
NI,1384,HUAWEI ROUTER B683,HUAWEI ROUTER B683,HUAWEI,FEATURE PHONE,OBSOLETE
NI,1392,NOKIA LUMIA 520,NOKIA LUMIA 520,NOKIA,HIGH,OBSOLETE
NI,1393,NOKIA LUMIA 520,NOKIA LUMIA 520 WHITE,NOKIA,FEATURE PHONE,OBSOLETE
NI,1399,IPHONE 5 16GB DEMO,IPHONE 5 16GB WHITE DEMO,APPLE,ULTRA HIGH,OBSOLETE
NI,1400,BMOBILE AX510,BMOBILE AX510,BMOBILE,FEATURE PHONE,OBSOLETE
NI,1405,HUAWEI F316,HUAWEI F316,HUAWEI,FEATURE PHONE,OBSOLETE
NI,1409,BLACKBERRY Q10,BLACKBERRY Q10 WHITE,BLACKBERRY,HIGH,OBSOLETE
NI,1419,NOKIA 210,NOKIA 210 WHITE,NOKIA,MID LOW,OBSOLETE
NI,1420,NOKIA 210,NOKIA 210 BLACK,NOKIA,FEATURE PHONE,OBSOLETE
NI,1423,LG L3 II E425G,LG L3 II E425G,LG,MID HIGH,OBSOLETE
NI,1435,NEXUS GO170,NEXUS GO170 BLACK/GREEN,NEXUS,FEATURE PHONE,OBSOLETE
NI,1440,VERYKOOL I126,VERYKOOL I126 BLACK/BLUE,VERYKOOL,FEATURE PHONE,OBSOLETE
NI,1448,SAMSUNG GALAXY POCKET GT-S5310,SAMSUNG GALAXY POCKET GT-S5310 WHITE,SAMSUNG,MID,OBSOLETE
NI,1452,SAMSUNG GALAXY N900 NOTE3,SAMSUNG GALAXY N900 NOTE3 BLACK,SAMSUNG,FEATURE PHONE,OBSOLETE
NI,1457,BMOBILE QS810,BMOBILE QS810,BMOBILE,ENTRY,OBSOLETE
NI,1468,NOKIA LUMIA 1020,NOKIA LUMIA 1020 YELLOW,NOKIA,FEATURE PHONE,OBSOLETE
NI,1473,ALCATEL 3001G,ALCATEL 3001G,ALCATEL,FEATURE PHONE,OBSOLETE
NI,1477,GXP TELEFONO IP,GXP TELEFONO IP,ACC   ,FEATURE PHONE,OBSOLETE
NI,1492,NEXUS GO350,NEXUS GO350,NEXUS,ENTRY,OBSOLETE
NI,1500,IPHONE 5C 16GB,IPHONE 5C BLUE 16GB,APPLE,HIGH,OBSOLETE
NI,1502,IPHONE 5S 16GB,IPHONE 5S SILVER 16GB,APPLE,ULTRA HIGH,OBSOLETE
NI,1517,IPHONE 5C 16GB,IPHONE 5C WHITE 16GB,APPLE,HIGH,OBSOLETE
NI,1518,IPHONE 5S 32GB,IPHONE 5S SPACE GRAY 32GB,APPLE,ULTRA HIGH,OBSOLETE
NI,1519,ALCATEL 6030A,ALCATEL 6030A,ALCATEL,FEATURE PHONE,OBSOLETE
NI,1525,VERYKOOL I603,KIT VERYKOOL I603 BLACK/BLUE,VERYKOOL,FEATURE PHONE,OBSOLETE
NI,1526,VERYKOOL I603,VERYKOOL I603 DS BLACK/BLUE,VERYKOOL,FEATURE PHONE,OBSOLETE
NI,1537,NEXUS GO177,KIT NEXUS GO177 BLACK/YELLOW,NEXUS,FEATURE PHONE,OBSOLETE
NI,1538,BMOBILE FX1000,BMOBILE FX1000,BMOBILE,FEATURE PHONE,OBSOLETE
NI,1539,BMOBILE FX1000,KIT BMOBILE FX1000,BMOBILE,FEATURE PHONE,OBSOLETE
NI,1542,NOKIA LUMIA 625,NOKIA LUMIA 625 WHITE,NOKIA,FEATURE PHONE,OBSOLETE
NI,1549,NOKIA 106,NOKIA 106 WHITE,NOKIA,FEATURE PHONE,OBSOLETE
NI,1551,NOKIA 106,NOKIA 106,NOKIA,FEATURE PHONE,OBSOLETE
NI,1571,NEXUS GO202,NEXUS GO202 WHITE/ORANGE,NEXUS,FEATURE PHONE,OBSOLETE
NI,1576,SAMSUNG GALAXY S V G900H B,SAMSUNG GALAXY S V G900H BLACK,SAMSUNG,FEATURE PHONE,OBSOLETE
NI,1577,BMOBILE K340,BMOBILE K340,BMOBILE,FEATURE PHONE,OBSOLETE
NI,1601,BLU ZOEY T166,BLU ZOEY T166 WHITE,BLU,FEATURE PHONE,OBSOLETE
NI,1603,VERYKOOL I603,VERYKOOL I603 BLACK,VERYKOOL,FEATURE PHONE,OBSOLETE
NI,1607,NOKIA 208,NOKIA 208 BLACK,NOKIA,FEATURE PHONE,OBSOLETE
NI,1619,NEXUS GO177,NEXUS GO177 LIGTH BLUE,NEXUS,FEATURE PHONE,OBSOLETE
NI,1630,VERYKOOL I603,KIT VERYKOOL I603 BLACK,VERYKOOL,FEATURE PHONE,OBSOLETE
NI,1632,NEXUS GO177,NEXUS GO177 WHITE/YELLOW,NEXUS,FEATURE PHONE,OBSOLETE
NI,1634,ALCATEL 4015A,ALCATEL 4015A,ALCATEL,LOW,OBSOLETE
NI,1635,LG D320 L70,LG D320 L70 BLACK,LG,MID HIGH,OBSOLETE
NI,1643,ALCATEL 4015A,KIT ALCATEL 4015A,ALCATEL,LOW,OBSOLETE
NI,1646,BLU NEO 3.5,KIT BLU NEO 3.5 WHITE,BLU,FEATURE PHONE,OBSOLETE
NI,1649,NEXUS GO177,NEXUS GO177 DS BLACK/BLUE,NEXUS,FEATURE PHONE,OBSOLETE
NI,1658,NEXUS GO 202,KIT AVON NEXUS GO 202,NEXUS,FEATURE PHONE,OBSOLETE
NI,1659,LG D320 L70,LG D320 L70 WHITE,LG,FEATURE PHONE,OBSOLETE
NI,1661,LG OPTIMUS G3 D855P,LG OPTIMUS G3 D855P WHITE,LG,FEATURE PHONE,OBSOLETE
NI,1672,CATALYST 2960-XR,CATALYST 2960-XR,ACC   ,FEATURE PHONE,OBSOLETE
NI,1676,ZTE OPEN II,ZTE OPEN II BLACK,ZTE,LOW,OBSOLETE
NI,1679,NA,ALCATEL 1041A,ALCATEL,FEATURE PHONE,OBSOLETE
NI,1681,BMOBILE AX512,BMOBILE AX512,BMOBILE,LOW,OBSOLETE
NI,1682,BMOBILE AX512,KIT BMOBILE AX512,BMOBILE,FEATURE PHONE,OBSOLETE
NI,1684,LG G2 MINI D610,LG G2 MINI D610 BLACK,LG,FEATURE PHONE,OBSOLETE
NI,1688,SONY XPERIA E1,SONY XPERIA E1,SONY,FEATURE PHONE,OBSOLETE
NI,1690,SAMSUNG GALAXY YOUNG2 G130M,SAMSUNG GALAXY YOUNG2 G130M WHITE,SAMSUNG,FEATURE PHONE,OBSOLETE
NI,1696,ALCATEL IDOL 2 MINI 6016A,ALCATEL IDOL 2 MINI 6016A,ALCATEL,MID,OBSOLETE
NI,1700,SAMSUNG GALAXY S V MINI G800H,SAMSUNG GALAXY S V MINI G800H BLACK,SAMSUNG,FEATURE PHONE,OBSOLETE
NI,1703,NOKIA LUMIA 530,NOKIA LUMIA 530 GREEN,NOKIA,FEATURE PHONE,OBSOLETE
NI,1705,NEXUS GO177,KIT NEXUS GO177,NEXUS,FEATURE PHONE,OBSOLETE
NI,1709,LG D160G L40,KIT LG D160G L40 BLACK,LG,FEATURE PHONE,OBSOLETE
NI,1711,BMOBILE AX524,BMOBILE AX524 DS,BMOBILE,LOW,OBSOLETE
NI,1713,ALCATEL 4033A,KIT ALCATEL 4033A,ALCATEL,LOW,OBSOLETE
NI,1718,LG D100G L20,LG D100G L20 WHITE/BLUE,LG,MID LOW,OBSOLETE
NI,1724,BMOBILE LQ210,KIT BMOBILE LQ210,BMOBILE,FEATURE PHONE,OBSOLETE
NI,1730,SAMSUNG GALAXY NOTE 4 N910C 32GB,SAMSUNG GALAXY NOTE 4 N910C 32GB BLACK,SAMSUNG,FEATURE PHONE,OBSOLETE
NI,1759,IPHONE 6 PLUS 16GB LTE,IPHONE 6 PLUS SPACE GRAY 16GB LTE,APPLE,ULTRA HIGH,OBSOLETE
NI,1761,IPHONE 6 16GB LTE,IPHONE 6 SILVER 16GB LTE,APPLE,ULTRA HIGH,OBSOLETE
NI,1762,LG D100G L20,KIT LG D100G L20 BLACK,LG,FEATURE PHONE,OBSOLETE
NI,1763,IPHONE 6 16GB LTE,IPHONE 6 SPACE GRAY 16GB LTE,APPLE,ULTRA HIGH,OBSOLETE
NI,1764,NEXUS GO220,NEXUS GO220,NEXUS,ENTRY,OBSOLETE
NI,1765,NEXUS GO220,KIT NEXUS GO220,NEXUS,ENTRY,OBSOLETE
NI,1766,VERYKOOL S354,VERYKOOL S354 DS,VERYKOOL,LOW,OBSOLETE
NI,1768,SAMSUNG GALAXY G355M CORE2,SAMSUNG GALAXY G355M CORE2 WHITE,SAMSUNG,FEATURE PHONE,OBSOLETE
NI,1769,NOKIA LUMIA 830,NOKIA LUMIA 830,NOKIA,ULTRA HIGH,OBSOLETE
NI,1776,IPHONE 6 16GB DEMO,IPHONE 6 SILVER 16GB DEMO,APPLE,ULTRA HIGH,OBSOLETE
NI,1777,IPHONE 6 16GB DEMO,IPHONE 6 SPACE GRAY 16GB DEMO,APPLE,ULTRA HIGH,OBSOLETE
NI,1784,ALCATEL FIRE C 4019,ALCATEL FIRE C 4019,ALCATEL,LOW,OBSOLETE
NI,1788,LG D213 L5O,LG D213 L5O,LG,FEATURE PHONE,OBSOLETE
NI,1792,IPHONE 6 64GB LTE,IPHONE 6 SILVER 64GB LTE,APPLE,ULTRA HIGH,OBSOLETE
NI,1793,YEZZ ANDY 4E,YEZZ ANDY 4E,YEZZ,LOW,OBSOLETE
NI,1794,ALCATEL MODEM USB X602,ALCATEL MODEM USB X602 WHITE,ALCATEL,MODEM,OBSOLETE
NI,1796,VOGTEC D310GS,VOGTEC D310GS,VOGTEC,FEATURE PHONE,OBSOLETE
NI,1797,VOGTEC D310GS,KIT VOGTEC D310GS,VOGTEC,FEATURE PHONE,OBSOLETE
NI,1799,SAMSUNG GALAXY S6 SM920 32GB LTE,SAMSUNG GALAXY S6 SM920 BLACK 32GB LTE,SAMSUNG,FLAGSHIP,OBSOLETE
NI,1801,SAMSUNG GALAXY A3 A300M 16GB LTE,SAMSUNG GALAXY A3 A300M WHITE 16GB LTE,SAMSUNG,FEATURE PHONE,OBSOLETE
NI,1802,VOGTEC PBX S198H,VOGTEC PBX S198H,VOGTEC,LOW,OBSOLETE
NI,1804,YEZZ FC10,YEZZ FC10,YEZZ,FEATURE PHONE,OBSOLETE
NI,1805,YEZZ FC10,KIT YEZZ FC10,YEZZ,FEATURE PHONE,OBSOLETE
NI,1807,IPHONE 6 16GB REEMPLAZO,IPHONE 6 GOLD 16GB REEMPLAZO,APPLE,ULTRA HIGH,OBSOLETE
NI,1817,SAMSUNG GALAXY S6 SM920 32GB LTE,SAMSUNG GALAXY S6 SM920 GOLD 32GB LTE,SAMSUNG,FLAGSHIP,OBSOLETE
NI,1818,NEXUS GO202,NEXUS GO202 BLACK,NEXUS,FEATURE PHONE,OBSOLETE
NI,1819,SAMSUNG GALAXY CORE PRIME G360M,SAMSUNG GALAXY CORE PRIME G360M BLACK,SAMSUNG,HIGH,OBSOLETE
NI,1820,SAMSUNG GALAXY CORE PRIME G360M,SAMSUNG GALAXY CORE PRIME G360M WHITE,SAMSUNG,FEATURE PHONE,OBSOLETE
NI,1822,LG G3 MINI D722P,LG G3 MINI D722P WHITE,LG,FEATURE PHONE,OBSOLETE
NI,1829,FORTIWIFI-60D,FORTIWIFI-60D,ACC   ,FEATURE PHONE,OBSOLETE
NI,1830,FORTIWIFI-80CM,FORTIWIFI-80CM,ACC   ,FEATURE PHONE,OBSOLETE
NI,1831,YEZZ C21,YEZZ C21,YEZZ,FEATURE PHONE,OBSOLETE
NI,1832,YEZZ C21,KIT YEZZ C21,YEZZ,FEATURE PHONE,OBSOLETE
NI,1834,HUAWEI ROUTER E5330 BS-6,HUAWEI ROUTER E5330 BS-6,HUAWEI,FEATURE PHONE,OBSOLETE
NI,1842,SAMSUNG GALAXY S6 EDGE 32GB LTE,SAMSUNG GALAXY S6 EDGE BLACK 32GB LTE,SAMSUNG,FLAGSHIP,OBSOLETE
NI,1843,ALCATEL 4003A,ALCATEL 4003A BLACK,ALCATEL,LOW,OBSOLETE
NI,1844,NA,ALCATEL 4003A WHITE,ALCATEL,LOW,OBSOLETE
NI,1847,YEZZ ANDY 4E,YEZZ ANDY 4E WHITE,YEZZ,LOW,OBSOLETE
NI,1848,YEZZ ANDY 5E,YEZZ ANDY 5E BLACK,YEZZ,LOW,OBSOLETE
NI,1850,ALCATEL 4009A,ALCATEL 4009A BLACK,ALCATEL,ENTRY,OBSOLETE
NI,1851,ALCATEL 4009A,ALCATEL 4009A WHITE,ALCATEL,ENTRY,OBSOLETE
NI,1852,ALCATEL 4009A,KIT ALCATEL 4009A BLACK,ALCATEL,ENTRY,OBSOLETE
NI,1855,NOKIA LUMIA 435,NOKIA LUMIA 435,NOKIA,FEATURE PHONE,OBSOLETE
NI,1862,LG LEON H340F LTE,LG LEON H340F WHITE LTE,LG,FEATURE PHONE,OBSOLETE
NI,1887,NEXUS GO178,KIT NEXUS GO178,NEXUS,FEATURE PHONE,OBSOLETE
NI,1891,NA,BMOBILE K350,BMOBILE,FEATURE PHONE,OBSOLETE
NI,1892,BMOBILE K350,KIT BMOBILE K350,BMOBILE,FEATURE PHONE,OBSOLETE
NI,1894,LG D100G L20,KIT LG D100G L20 WHITE/BLUE,LG,FEATURE PHONE,OBSOLETE
NI,1895,NEXUS GO778,KIT NEXUS GO778,NEXUS,ENTRY,OBSOLETE
NI,1897,BMOBILE AX600,BMOBILE AX600 WHITE,BMOBILE,ENTRY,OBSOLETE
NI,1904,SAMSUNG GALAXY J5 8GB LTE,SAMSUNG GALAXY J5 8GB GOLD LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,1906,SAMSUNG GALAXY J5 8GB LTE,SAMSUNG GALAXY J5 8GB WHITE LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,1907,LG G4 H815P LTE,LG G4 H815P BROWN LTE,LG,ULTRA HIGH,OBSOLETE
NI,1908,BMOBILE AX600,KIT BMOBILE AX600 WHITE,BMOBILE,ENTRY,OBSOLETE
NI,1910,NEXUS GO963,KIT NEXUS GO963,NEXUS,LOW,OBSOLETE
NI,1912,BMOBILE AX670,KIT BMOBILE AX670,BMOBILE,FEATURE PHONE,OBSOLETE
NI,1915,HUAWEI P8 LTE,HUAWEI P8 GRIS LTE,HUAWEI,ULTRA HIGH,OBSOLETE
NI,1920,NEXUS GO202,KIT NEXUS GO202 BLACK,NEXUS,FEATURE PHONE,OBSOLETE
NI,1923,NEXUS GO980,KIT NEXUS GO980,NEXUS,LOW,OBSOLETE
NI,1936,HUAWEI ROUTER B310,HUAWEI ROUTER B310 LTE,HUAWEI,LOW,OBSOLETE
NI,1937,NEXUS GO778,NEXUS GO778 WHITE,NEXUS,ENTRY,OBSOLETE
NI,1939,SAMSUNG J1 ACE 8GB LTE,SAMSUNG J1 ACE 8GB WHITE LTE,SAMSUNG,FEATURE PHONE,OBSOLETE
NI,1940,NEXUS GO778,KIT NEXUS GO778 WHITE,NEXUS,ENTRY,OBSOLETE
NI,2121,LG K4 LTE,LG K4 BLACK/BLUE LTE,LG,MID LOW,OBSOLETE
NI,2124,LG K8 LTE,KIT LG K8 BLACK/BLUE LTE,LG,MID,OBSOLETE
NI,2129,NEXUS GO182,NEXUS GO182 BLACK,NEXUS,FEATURE PHONE,OBSOLETE
NI,2130,NEXUS GO182,KIT NEXUS GO182 BLACK,NEXUS,FEATURE PHONE,OBSOLETE
NI,2134,BMOBILE K360,BMOBILE K360 BLACK,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2141,IPHONE 6S PLUS 64GB REEMPLAZO,IPHONE 6S PLUS GRAY 64GB REEMPLAZO,APPLE,ULTRA HIGH,OBSOLETE
NI,2147,BMOBILE K360,KIT BMOBILE K360 BLACK/BLUE,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2149,HUAWEI P9 LTE,HUAWEI P9 LTE,HUAWEI,ULTRA HIGH,OBSOLETE
NI,2150,SKY 5.0 LTE,SKY 5.0 LTE,SKY,LOW,OBSOLETE
NI,2152,HUAWEI ROUTER B310,HUAWEI ROUTER B310 LTE EXPRESS,HUAWEI,LOW,OBSOLETE
NI,2154,BMOBILE AX1070,KIT BMOBILE AX1070 SILVER LTE,BMOBILE,LOW,OBSOLETE
NI,2971,IPHONE 12 128GB,IPHONE 12 BLACK 128GB,APPLE,ULTRA HIGH,EOL
NI,2701,,BMOBILE AX1070 EXHIBICION,BMOBILE,LOW,OBSOLETE
NI,6100,,SMOOTH SNAP CHICO GREY CON AUDIFONOS,SMOOTH,FEATURE PHONE,EOL
NI,6103,,SMTH SNAP CHICO CON AUDIFONOS 32M LBLUE,SMOOTH,FEATURE PHONE,EOL
NI,6107,,SMOOTH UNO 3G 32MB BLACK TIN,SMOOTH,FEATURE PHONE,EOL
NI,2953,BOLD T5 PLUS DS,BOLD T5 PLUS BLUE DS,BLU,ENTRY,EOL
NI,3000,,SAMSUNG GALAXY A12 RED,SAMSUNG,MID,OBSOLETE
NI,6361,XIAOMI REDMI A3,XIAOMI REDMI A3,XIAOMI,LOW,NEW
NI,6362,ZTE BLADE A54,ZTE BLADE A54,ZTE,LOW,NEW
NI,6363,BMOBILE BL55,BMOBILE BL55,BMOBILE,ENTRY,NEW
NI,6364,BLU J5,BLU J5,BLU,ENTRY,NEW
NI,3430,NOKIA 105,NOKIA 105 BLACK SINGLE,NOKIA,ENTRY,NEW
NI,2464,SKY FUEGO 3.5,KIT SKY 3.5 BLACK DS,SKY,ENTRY,OBSOLETE
NI,2467,SAMSUNG GALAXY J2 PRO DS LTE,SAMSUNG GALAXY J2 PRO BLACK DS LTE,SAMSUNG,MID,OBSOLETE
NI,2481,SAMSUNG GALAXY S9 DS 128GB LTE,SAMSUNG GALAXY S9 BLACK DS LTE,SAMSUNG,ULTRA HIGH,OBSOLETE
NI,2500,MTT M14,KIT MTT M14D BLACK/BLUE,MTT,FEATURE PHONE,OBSOLETE
NI,2502,MTT M14,KIT MTT M14D BLACK,MTT,FEATURE PHONE,OBSOLETE
NI,2504,MTT S25,MTT S25 BLACK/ORANGE SS,MTT,FEATURE PHONE,OBSOLETE
NI,2508,SAMSUNG GALAXY S9 PLUS 128GB LTE,SAMSUNG G. S9 PLUS PURPLE 128GB  DS LTE,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2513,SKY 55M DS LTE,SKY 55M BLUE DS LTE,SKY,LOW,OBSOLETE
NI,2515,SKY 55M DS LTE,KIT SKY 55M BLACK DS LTE,SKY,LOW,OBSOLETE
NI,2517,SKY 55M DS LTE,KIT SKY 55M GOLD DS LTE,SKY,LOW,OBSOLETE
NI,2520,SKY 55M DS LTE,SKY 55M GOLD DS S.S. LTE,SKY,LOW,OBSOLETE
NI,2522,IPHONE 8 PLUS 256GB LTE,IPHONE 8 PLUS GOLD 256GB LTE,APPLE,FLAGSHIP,OBSOLETE
NI,2525,BMOBILE AX1073,KIT BMOBILE AX1073 GRAY DS LTE,BMOBILE,LOW,OBSOLETE
NI,2527,BMOBILE AX1073,KIT BMOBILE AX1073 GOLD DS LTE,BMOBILE,LOW,OBSOLETE
NI,2536,HUAWEI P20 LITE,HUAWEI P20 LITE BLUE DS LTE,HUAWEI,MID HIGH,OBSOLETE
NI,2538,SAMSUNG GALAXY J4 DS LTE,SAMSUNG GALAXY J4 BLACK DS LTE,SAMSUNG,MID,OBSOLETE
NI,2539,SAMSUNG GALAXY J6 DS LTE,SAMSUNG GALAXY J6 BLACK DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2544,HUAWEI P20 LITE,HUAWEI P20 LITE PINK DS LTE,HUAWEI,MID HIGH,OBSOLETE
NI,2549,ROUTER FIBRA OPTICA HOGAR HGU,ROUTER FIBRA OPTICA HOGAR HGU,,LOW,OBSOLETE
NI,2551,SKY F1M DS,SKY F1M BLUE DS S.S,SKY,FEATURE PHONE,OBSOLETE
NI,2555,SKY F1M DS,KIT SKY F1M BLUE DS,SKY,FEATURE PHONE,OBSOLETE
NI,2557,HUAWEI Y5 LITE 2018,HUAWEI Y5 LITE 2018 GOLD DS LTE,HUAWEI,ENTRY,OBSOLETE
NI,2560,HUAWEI Y5 LITE 2018,KIT HUAWEI Y5 LITE 2018 GRAY DS LTE,HUAWEI,ENTRY,OBSOLETE
NI,2563,SAMSUNG GALAXY J4 DS LTE,SAMSUNG GALAXY J4 GRAY DS LTE,SAMSUNG,MID,OBSOLETE
NI,2567,SAMSUNG GALAXY J4 DS LTE,KIT SAMSUNG GALAXY J4 BLACK DS LTE,SAMSUNG,MID,OBSOLETE
NI,2569,SPF_GENERICOS_1GB A,SPF_GENERICOS_1GB A,ACC   ,LOW,OBSOLETE
NI,2570,SPF_GERERICOS_1GB B,SPF_GERERICOS_1GB B,ACC   ,LOW,OBSOLETE
NI,2572,IPHONE 8 256GB LTE,IPHONE 8 SILVER 256 GB LTE,APPLE,FLAGSHIP,OBSOLETE
NI,2583,SAMSUNG GALAXY J2 CORE DS LTE,SAMSUNG GALAXY J2 CORE BLACK DS LTE,SAMSUNG,LOW,OBSOLETE
NI,2586,SAMSUNG GALAXY J2 CORE DS LTE,KIT SAMSUNG GALAXY J2 CORE GOLD DS LTE,SAMSUNG,LOW,OBSOLETE
NI,2592,SAMSUNG GALAXY J8 DS LTE,SAMSUNG GALAXY J8 GRAY 64GB DS LTE,SAMSUNG,HIGH,OBSOLETE
NI,2597,NEXUS GO404 DS,NEXUS GO404 BLACK DS,NEXUS,ENTRY,OBSOLETE
NI,2599,HUAWEI P20 128GB LTE,HUAWEI P20 BLACK 128GB DS LTE,HUAWEI,ULTRA HIGH,OBSOLETE
NI,2601,HUAWEI MATE 10 PRO LTE,HUAWEI MATE 10 PRO BLUE DS LTE,HUAWEI,ULTRA HIGH,OBSOLETE
NI,2603,HUAWEI Y5 2018,KIT HUAWEI Y5 2018 BLACK DS LTE,HUAWEI,LOW,OBSOLETE
NI,2606,SAMSUNG GALAXY J6 DS LTE,KIT SAMSUNG GALAXY J6 BLACK DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2952,BOLD T5 PLUS DS,BOLD T5 PLUS BLACK DS,BLU,ENTRY,EOL
NI,2970,SAMSUNG GALAXY S21 ULTRA,SAMSUNG GALAXY S21 ULTRA 256GB BLACK,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2959,,KIT SAMSUNG A11 BLACK,SAMSUNG,MID,OBSOLETE
NI,3009,SAMSUNG GALAXY A32,SAMSUNG GALAXY A32 BLACK,SAMSUNG,MID HIGH,EOL
NI,2963,NOKIA 2.4 DEMO,NOKIA 2.4 DEMO,NOKIA,MID,OBSOLETE
NI,2965,BMOBILE AX1078 DEMO,BMOBILE AX1078 DEMO,BMOBILE,ENTRY,OBSOLETE
NI,2984,BLU A120 3G,BLU A120 3G BLACK DS,BLU,FEATURE PHONE,EOL
NI,2985,BLU A120 3G,BLU A120 3G SS,BLU,FEATURE PHONE,EOL
